FECH,ADUA,PAIS,COD_PAI4,COD_SAL1,COD_SAL,DPTO2,VIA,BANDERA,REGIM,MODAD,FINALID,CER_ORI1,SISESP,POSAR,DPTO1,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
2309,3,23,DEU,3,BOG,5,9,169,1,198,1,8,2,6107120000,5,11,U,234,17,15,1183,4646998,0,201.76,0,0
2309,3,23,DEU,3,BOG,5,9,169,1,198,1,8,2,6112310000,5,11,U,1,0,0,9,35040,0,1.52,0,0
2309,3,23,DEU,3,BOG,5,9,169,1,198,1,8,2,6203430000,5,11,U,4,0,0,39,153674,0,6.67,0,0
2309,3,23,DEU,3,BOG,8,3,23,1,198,1,8,2,3002121200,8,33,KG,1015,1178,1015,157325,617750772,0,0,0,0
2309,3,23,DEU,3,BOG,8,3,23,1,199,1,8,2,3002121200,8,33,KG,1022,1189,1022,158410,618201361,0,1500,0,0
2309,3,23,DEU,3,BOG,11,1,211,1,198,1,8,2,9026809000,11,11,U,4,109,56,17935,71698348,0,592.6,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,6,1,603121000,11,11,U,1800,84,76,288,1159240,277.92,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,6,1,603129000,11,11,U,22080,767,693,3782,15109751,3660.7,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,6,1,7007210000,11,11,U,60,3866,2438,62471,247416352,54479.46,20989.8,1576.19,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,6,2,603121000,11,11,U,5250,178,162,945,3777864,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,6,2,603129000,11,11,U,29760,1098,1002,5146,20570771,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,106900000,25,11,U,238,13,10,93240,374103122,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,301110090,11,11,U,54627,1043,834,10121,40887473,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,603121000,11,11,U,2400,91,75,375,1481595,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,603129000,11,11,U,16960,626,566,2970,11801442,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,804200000,11,33,KG,104,129,104,252,1019549,0,170.56,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,804501000,11,33,KG,51,64,51,137,552256,0,92.39,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,804502000,11,33,KG,36,45,36,90,364125,0,60.92,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,810901030,11,33,KG,267,332,267,1066,4312855,0,721.51,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,810902000,11,33,KG,72,90,72,264,1068099,0,178.69,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,810903000,11,33,KG,197,245,197,528,2136198,0,357.37,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,810904000,11,33,KG,139,173,139,717,2900456,0,485.23,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,810905000,11,33,KG,1836,2287,1836,8715,35259408,0,5898.66,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,810909010,11,33,KG,39,49,39,240,970999,0,162.44,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,810909020,11,33,KG,33,40,33,124,499660,0,83.59,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,901211000,11,33,KG,225,241,225,3359,13666620,0,1190.4,74.99,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,4202111000,11,11,U,315,191,171,18882,74558722,0,943.33,0,57.08
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,4202210000,11,11,U,327,198,177,10262,40523060,0,512.7,0,31.02
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,4202310000,11,11,U,456,277,247,8067,31855150,0,403.04,0,24.39
2309,3,23,DEU,3,BOG,11,3,23,1,198,1,8,2,4202919000,11,11,U,73,44,40,1580,6238196,0,78.93,0,4.78
2309,3,23,DEU,3,BOG,11,3,23,1,199,1,8,2,301110020,11,11,U,200,17,14,300,1200774,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,199,1,8,2,301110090,11,11,U,36400,739,601,10333,41644617,0,390,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,6,2,7007210000,11,11,U,1,243,216,320,1296975,0,1378.31,53.34,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,106131200,11,11,U,1,19,10,50,200613,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,1905909000,11,33,KG,239,289,239,297,1173396,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,3926909090,11,11,U,1,4,3,4,15795,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,4202920010,11,11,U,6,2,1,2,7108,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,4819309000,11,11,U,40,0,0,0,1579,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,4820100000,11,11,U,30,1,1,1,4738,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,4901109000,11,11,U,1000,10,8,10,39487,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,5512110000,11,82,M2,1,5,4,5,19744,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,6109100000,11,11,U,10,2,2,50,197435,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,6505009000,11,11,U,20,2,2,2,7897,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,9506910000,11,11,U,1,160,144,1067,4323250,0,238,5,246.5
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,9608100000,11,11,U,400,19,16,20,78974,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,104,2,8,2,9617000000,11,11,U,50,10,8,10,39487,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,2,6,2,7007210000,11,11,U,8,242,188,405,1621536,0,1662.59,100.88,0
2309,3,23,DEU,3,BOG,11,3,23,1,198,2,8,2,9023001000,11,11,U,1000,530,473,40760,163539718,0,0,0,0
2309,3,23,DEU,3,BOG,11,3,573,1,198,1,6,1,603129000,11,11,U,18780,716,603,3428,13579489,3327.44,0,0,0
2309,3,23,DEU,3,BOG,11,5,245,1,198,1,6,1,603121000,11,11,U,2400,79,73,456,1790525,444.29,0,0,0
2309,3,23,DEU,3,BOG,11,5,245,1,198,1,6,1,603129000,11,11,U,23000,853,788,4370,17159198,4257.74,0,0,0
2309,3,23,DEU,3,BOG,11,5,245,1,198,1,6,2,6305331000,11,11,U,1,1,1,30,117076,0,12.66,0.63,0
2309,3,23,DEU,3,BOG,11,5,245,1,198,1,6,2,8708291000,11,11,U,1,52,40,1295,5053789,0,546.7,27.34,0
2309,3,23,DEU,3,BOG,11,5,245,1,198,1,6,2,8708292000,11,11,U,3,52,40,1287,5022569,0,543.32,27.17,0
2309,3,23,DEU,3,BOG,11,5,245,1,198,1,6,2,8708293000,11,11,U,1,7,6,186,725872,0,78.52,3.93,0
2309,3,23,DEU,3,BOG,11,5,245,1,198,1,6,2,8708299000,11,11,U,7,268,206,6677,26057260,0,2818.79,140.94,0
2309,3,23,DEU,3,BOG,11,5,245,1,104,2,8,2,9026101900,5,11,U,138,148,135,690,2796253,0,0,0,0
2309,3,23,DEU,3,BOG,11,7,827,1,198,1,6,1,603129000,11,11,U,18400,735,617,3546,13923688,3456.19,0,0,0
2309,3,23,DEU,3,BOG,11,7,827,1,198,1,8,1,603149000,25,11,U,500,25,21,160,631792,158.04,0,0,0
2309,3,23,DEU,3,BOG,11,7,827,1,198,1,8,1,603900000,11,11,U,46554,794,766,35512,141868098,33103.47,0,0,0
2309,3,23,DEU,3,BOG,11,7,827,1,198,2,8,2,603900000,11,11,U,1,0,0,2,8320,0,0,0,0
2309,3,23,DEU,3,BOG,11,8,618,1,198,1,6,1,603129000,11,11,U,27520,1046,899,4954,19803205,4791.41,0,0,0
2309,3,23,DEU,3,BOG,11,8,618,1,198,1,6,2,603121000,11,11,U,20160,650,585,3629,14491829,0,0,0,0
2309,3,23,DEU,3,BOG,11,8,618,1,198,1,6,2,603129000,11,11,U,64000,2404,2026,11803,46727572,0,0,0,0
2309,3,23,DEU,3,BOG,11,8,618,1,198,1,8,2,603110000,11,11,U,900,90,84,485,1985124,0,0,0,0
2309,3,23,DEU,3,BOG,11,9,149,4,201,2,8,2,8525890000,11,11,U,3,1,1,37476,153623423,0,675.53,187.38,0
2309,3,23,DEU,3,BOG,11,9,149,4,201,2,8,2,9018909090,11,11,U,3,3,3,14773,60556457,0,266.26,73.86,0
2309,3,23,DEU,3,BOG,11,9,169,1,198,1,8,2,2617900000,27,33,KG,1,1,1,55000,216055400,0,0,0,0
2309,3,23,DEU,3,BOG,11,9,169,1,198,1,8,2,3926909090,11,11,U,16848,400,400,11457,46552453,0,3165.95,114.56,0
2309,3,23,DEU,3,BOG,11,9,249,1,198,1,6,1,603121000,11,11,U,9000,353,324,1096,4381163,1045.52,0,0,57.07
2309,3,23,DEU,3,BOG,11,9,249,1,198,1,6,1,603129000,11,11,U,42160,1588,1458,5933,23717192,5704.1,0,0,308.93
2309,3,23,DEU,3,BOG,11,9,249,1,104,2,8,2,8443120000,11,11,U,9,69,67,10141,41262130,0,31.58,11.85,0
2309,3,23,DEU,3,BOG,15,3,573,1,198,1,8,2,810901020,15,33,KG,100,130,100,600,2396118,0,0,0,0
2309,3,23,DEU,3,BOG,15,3,573,1,198,1,8,2,810905000,15,33,KG,14225,17818,14225,67334,267729110,0,0,0,0
2309,3,23,DEU,3,BOG,15,9,169,1,198,1,8,2,810901020,15,33,KG,100,128,100,600,2398644,0,0,0,0
2309,3,23,DEU,3,BOG,15,9,169,1,198,1,8,2,810905000,15,33,KG,270,346,270,1237,4943605,0,0,0,0
2309,3,23,DEU,3,BOG,15,9,249,1,198,1,8,2,810901020,15,33,KG,1415,1681,1415,7915,31480639,0,0,0,0
2309,3,23,DEU,3,BOG,15,9,249,1,198,1,8,2,810905000,15,33,KG,11792,13989,11792,54557,216972602,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,2,2,8,2,2008999000,17,33,KG,16,19,16,78,303981,0,1891,5,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,1701140000,17,33,KG,1,3,1,0,395,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,2101110010,17,33,KG,5,15,5,15,60415,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,2101110090,17,33,KG,9,13,9,11,43210,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,2101120000,17,33,KG,0,1,0,0,1579,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,4419120000,17,11,U,1,1,1,0,395,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,4818300000,17,33,KG,1,1,1,0,1185,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,4820500000,17,11,U,200,3,1,0,790,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,4823690000,17,33,KG,1,1,1,0,1579,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,4902909000,17,11,U,20,3,1,2,7897,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,4911100000,17,33,KG,6,8,6,1,3377,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,7010902000,5,11,U,4,3,2,0,163,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,107,2,8,2,8211920000,17,11,U,5,1,0,1,1974,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,198,2,8,2,901119000,17,33,KG,3,4,3,1,3174,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,198,2,8,2,901120000,17,33,KG,4,5,4,1,3703,0,0,0,0
2309,3,23,DEU,3,BOG,17,3,23,1,198,2,8,2,901212000,17,33,KG,2,5,2,0,592,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,1,603129000,25,11,U,6800,219,149,1156,4638173,1137.96,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,804200000,25,33,KG,63,79,63,229,907183,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,804501000,25,33,KG,18,22,18,84,333627,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,804502000,25,33,KG,2970,3538,2970,21371,83921034,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,807190000,25,33,KG,3,4,3,8,32098,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,810901040,25,33,KG,10,12,10,52,202328,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,810903000,25,33,KG,100,127,100,333,1328033,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,810904000,25,33,KG,50,60,50,348,1359271,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,810905000,25,33,KG,444,561,444,2177,8663044,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,810909010,25,33,KG,8,10,8,30,120368,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,810909020,25,33,KG,10,13,10,39,154337,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,1211909000,25,33,KG,67,74,67,40763,161893980,0,5033.49,156.41,0
2309,3,23,DEU,3,BOG,25,3,23,1,198,1,8,2,3004902900,25,33,KG,15,16,15,57333,223746160,0,355,194.86,0
2309,3,23,DEU,3,BOG,25,3,23,1,2,2,8,2,1102200000,25,33,KG,38,40,38,3,11913,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,2,2,8,2,1103110000,25,33,KG,9,10,9,2,6640,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,2,2,8,2,1901200000,25,33,KG,22,22,22,2,6445,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,2,2,8,2,4202920090,25,11,U,192,3,3,4,14999,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,2,2,8,2,4911100000,25,33,KG,19,20,19,12,48434,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,2,2,8,2,9608100000,25,11,U,280,7,6,6,21873,0,0,0,0
2309,3,23,DEU,3,BOG,25,3,23,1,107,2,8,2,2101110010,25,33,KG,24,26,24,785,3085271,0,415.49,0.35,426.53
2309,3,23,DEU,3,BOG,25,3,23,1,107,2,8,2,4818300000,25,33,KG,10,36,10,0,1414,0,0.19,0,0.2
2309,3,23,DEU,3,BOG,25,3,23,1,107,2,8,2,4819400000,25,11,U,300,49,14,6,23570,0,3.18,0,3.26
2309,3,23,DEU,3,BOG,25,3,23,1,107,2,8,2,4823690000,25,33,KG,28,97,28,350,1374898,0,185.22,0.16,190.15
2309,3,23,DEU,3,BOG,25,3,23,1,198,2,8,2,901211000,25,33,KG,135,145,135,1686,6623394,0,891.97,0.76,915.66
2309,3,23,DEU,3,BOG,25,3,23,1,198,2,8,2,901212000,25,33,KG,8,9,8,131,514369,0,69.27,0.06,71.11
2309,3,23,DEU,3,BOG,25,3,23,1,198,2,8,2,901220000,25,33,KG,3,3,3,45,175830,0,23.68,0.02,24.31
2309,3,23,DEU,3,BOG,25,3,23,4,201,2,8,2,8501311000,11,11,U,1,10,9,1650,6448577,0,34.67,6.77,0
2309,3,23,DEU,3,BOG,25,3,23,4,201,2,8,2,8525890000,11,11,U,1,2,2,5071,19813579,0,106.53,20.79,0
2309,3,23,DEU,3,BOG,25,3,23,4,201,2,8,2,8543200000,11,11,U,1,10,9,1651,6449749,0,34.68,6.77,0
2309,3,23,DEU,3,BOG,25,3,23,4,201,2,8,2,9018901000,11,11,U,3,0,0,2511,9812176,0,52.76,10.3,0
2309,3,23,DEU,3,BOG,25,3,23,4,201,2,8,2,9018909090,11,11,U,9,50,44,12680,49659528,0,731.36,53.86,0
2309,3,23,DEU,3,BOG,25,3,573,1,198,1,8,1,603121000,25,11,U,10800,403,363,1728,6933185,1728,0,0,0
2309,3,23,DEU,3,BOG,25,3,573,1,198,1,8,1,603129000,25,11,U,70560,2446,2095,11552,46351232,11478.86,0,0,0
2309,3,23,DEU,3,BOG,25,3,573,1,198,1,8,2,810901010,25,33,KG,518,623,518,4309,17288347,0,0,0,0
2309,3,23,DEU,3,BOG,25,5,245,1,198,1,5,1,603129000,25,11,U,200,8,3,27,111346,25.4,0,0,0
2309,3,23,DEU,3,BOG,25,5,245,1,198,1,8,1,603121000,25,11,U,7480,303,167,1346,5402107,1325.24,0,0,0
2309,3,23,DEU,3,BOG,25,5,245,1,198,1,8,1,603129000,25,11,U,27067,960,529,5143,20633970,5070.93,0,0,0
2309,3,23,DEU,3,BOG,25,7,827,1,198,1,8,1,603149000,25,11,U,800,42,32,256,1005556,252.86,0,0,0
2309,3,23,DEU,3,BOG,25,7,827,1,198,1,8,2,603110000,25,11,U,27000,896,808,6030,24111644,0,0,0,0
2309,3,23,DEU,3,BOG,25,8,618,1,198,1,8,1,603121000,25,11,U,4410,128,115,706,2888049,705.6,0,0,0
2309,3,23,DEU,3,BOG,25,8,618,1,198,1,8,1,603129000,25,11,U,41280,1604,1442,6605,27033711,6604.8,0,0,0
2309,3,23,DEU,3,BOG,25,9,249,1,198,1,8,2,810904000,25,33,KG,5148,5563,5148,42075,164342846,0,0,0,0
2309,3,23,DEU,3,BOG,47,9,169,1,199,1,8,2,1801001900,20,33,KG,240,247,240,3792,14896038,0,0,0,0
2309,3,23,DEU,3,BOG,66,3,23,1,2,2,8,2,1701140000,66,33,KG,14,14,14,8,29304,0,0,0,0
2309,3,23,DEU,3,BOG,66,3,23,1,2,2,8,2,1701999000,66,33,KG,19,19,19,8,30476,0,0,0,0
2309,3,23,DEU,3,BOG,66,3,23,1,2,2,8,2,3920510000,66,33,KG,0,0,0,1,2344,0,0,0,0
2309,3,23,DEU,3,BOG,68,3,23,1,198,1,8,2,2710191500,68,67,M3,2147,2065524,2065524,1458934,5790151676,0,0,0,0
2309,3,23,DEU,3,BOG,76,3,23,1,198,1,8,2,2106904000,76,33,KG,4000,4221,4000,51448,210607533,0,9716,13.89,822.11
2309,3,23,DEU,3,BOG,76,9,169,1,198,1,8,1,3923299000,76,11,U,2513609,1031,770,13688,54893845,10956.62,6255.49,0,111
2309,3,23,DEU,3,BOG,76,9,249,1,198,1,8,1,3923299000,76,11,U,163200,75,59,1745,7090563,1401.26,533.81,0,37
2309,3,26,ARM,3,BOG,5,3,253,1,198,1,8,2,603199010,5,11,U,90,15,12,54,213230,0,0,0,0
2309,3,26,ARM,3,BOG,11,3,253,1,198,1,8,2,603129000,11,11,U,3150,107,95,536,2174052,0,0,0,0
2309,3,26,ARM,3,BOG,11,3,253,1,198,1,8,2,603193000,11,11,U,9120,574,515,2578,10293723,0,0,0,0
2309,3,26,ARM,3,BOG,11,7,827,1,198,1,8,2,603193000,11,11,U,768,503,450,2520,10305439,0,0,0,0
2309,3,26,ARM,3,BOG,11,8,618,1,198,1,8,1,603129000,11,11,U,3000,102,86,555,2191529,548.4,0,0,0
2309,3,26,ARM,3,BOG,11,8,618,1,198,1,8,2,603121000,25,11,U,1050,47,12,189,746219,0,0,0,0
2309,3,26,ARM,3,BOG,11,9,169,1,198,1,8,2,603121000,11,11,U,1620,65,60,259,1036214,0,0,0,0
2309,3,26,ARM,3,BOG,11,9,169,1,198,1,8,2,603129000,11,11,U,20647,697,643,3304,13206614,0,0,0,0
2309,3,26,ARM,3,BOG,11,9,249,1,198,1,8,2,7103912000,15,53,C/T,160,0,0,12000,48760320,0,0,0,0
2309,3,26,ARM,3,BOG,25,3,253,1,198,1,8,2,603129000,25,11,U,400,16,4,60,237055,0,0,0,0
2309,3,26,ARM,3,BOG,25,8,618,1,198,1,5,1,603121000,25,11,U,800,6,5,102,419185,95.19,0,0,0
2309,3,26,ARM,3,BOG,25,8,618,1,198,1,5,1,603129000,25,11,U,800,6,5,106,432284,98.39,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,4,2,603110000,11,11,U,2174,146,138,500,2022996,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,4,2,603121000,11,11,U,1316,73,69,292,1181463,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,4,2,603141000,11,11,U,1260,73,69,139,560752,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,4,2,603199090,11,11,U,1070,37,35,119,480523,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,4,2,604900000,11,33,KG,92,97,92,651,2632905,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,603110000,11,11,U,9255,397,385,2747,11162212,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,603129000,11,11,U,1580,68,66,469,1905553,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,603141000,11,11,U,1806,77,75,536,2178123,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,603191000,11,11,U,452,19,19,134,545140,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,603199090,11,11,U,22121,948,919,6566,26679615,0,0,0,0
2309,3,27,ABW,3,BOG,11,0,580,1,198,1,8,2,604200000,11,33,KG,113,116,113,804,3266007,0,0,0,0
2309,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,603110000,11,11,U,7535,328,318,2466,10020327,0,0,0,0
2309,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,603129000,11,11,U,941,41,40,308,1251393,0,0,0,0
2309,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,603141000,11,11,U,235,10,10,77,312513,0,0,0,0
2309,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,603191000,11,11,U,706,31,30,231,938880,0,0,0,0
2309,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,603199090,11,11,U,9889,431,418,3236,13150658,0,0,0,0
2309,3,27,ABW,3,BOG,11,9,249,1,198,1,8,2,604200000,11,33,KG,60,62,60,462,1879101,0,0,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,702000000,25,33,KG,60,64,60,123,482829,0,175.27,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,703100090,25,33,KG,30,32,30,68,265646,0,96.94,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,703900020,25,33,KG,30,32,30,68,268663,0,97.01,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,705190000,25,33,KG,192,205,192,420,1646264,0,597.98,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,709590000,11,33,KG,173,211,173,660,2604720,0,0,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,709999000,11,33,KG,8,10,8,66,259035,0,0,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,810904000,11,33,KG,80,98,80,466,1839778,0,0,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,910999000,11,33,KG,79,96,79,418,1650636,0,0,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,1211903000,11,33,KG,10,12,10,51,201818,0,0,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,198,1,8,2,1211909000,11,33,KG,1111,1360,1111,5491,21681403,0,0,0,0
2309,3,27,ABW,3,BOG,25,9,249,1,199,1,8,2,702000000,25,33,KG,60,64,60,123,501443,0,175.3,0,0
